Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
P24554	RADA_ECOLI	reviewed	DNA repair protein RadA (EC 3.6.4.-) (Branch migration protein RadA) (DNA repair protein Sms)	radA sms b4389 JW4352	Escherichia coli (strain K12)	460	b4389 JW4352		radA	sms	5 out of 5	DNA repair [GO:0006281]; recombinational repair [GO:0000725]; response to radiation [GO:0009314]		ATPase activity, acting on DNA [GO:0008094]; ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]	GO:0000725; GO:0003684; GO:0003697; GO:0005524; GO:0006281; GO:0008094; GO:0009314; GO:0046872	ATP binding [GO:0005524]; ATPase activity, acting on DNA [GO:0008094]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]; DNA repair [GO:0006281]; recombinational repair [GO:0000725]; response to radiation [GO:0009314]	X63155;U59449;U14003;U00096;AP009048;	AAC77342;BAE78378;		NP_418806.1;WP_001029687.1;
P27240	RFAY_ECOLI	reviewed	Lipopolysaccharide core heptose(II) kinase RfaY (EC 2.7.1.-)	rfaY waaY b3625 JW3600	Escherichia coli (strain K12)	232	b3625 JW3600		rfaY	waaY	3 out of 5	carbohydrate phosphorylation [GO:0046835]; lipopolysaccharide core region biosynthetic process [GO:0009244]		ATP binding [GO:0005524]; kinase activity [GO:0016301]	GO:0005524; GO:0009244; GO:0016301; GO:0046835	ATP binding [GO:0005524]; kinase activity [GO:0016301]; carbohydrate phosphorylation [GO:0046835]; lipopolysaccharide core region biosynthetic process [GO:0009244]	M95398;U00039;U00096;AP009048;	AAC76649;BAE77667;		NP_418082.1;WP_000615254.1;
P60723	RL4_ECOLI	reviewed	50S ribosomal protein L4 (Large ribosomal subunit protein uL4)	rplD eryA b3319 JW3281	Escherichia coli (strain K12)	201	b3319 JW3281		rplD	eryA	5 out of 5	DNA-templated transcription, termination [GO:0006353]; negative regulation of endoribonuclease activity [GO:0060702]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of translation [GO:0017148]; response to antibiotic [GO:0046677]; ribosome assembly [GO:0042255]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; polysomal ribosome [GO:0042788]	endoribonuclease inhibitor activity [GO:0060698]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation repressor activity [GO:0030371]	GO:0003735; GO:0005829; GO:0006353; GO:0006412; GO:0015934; GO:0017148; GO:0019843; GO:0022625; GO:0030371; GO:0042255; GO:0042788; GO:0045892; GO:0046677; GO:0060698; GO:0060702	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; polysomal ribosome [GO:0042788]; endoribonuclease inhibitor activity [GO:0060698]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation repressor activity [GO:0030371]; DNA-templated transcription, termination [GO:0006353]; negative regulation of endoribonuclease activity [GO:0060702]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of translation [GO:0017148]; response to antibiotic [GO:0046677]; ribosome assembly [GO:0042255]; translation [GO:0006412]	X02613;U18997;U00096;AP009048;	AAC76344;BAE77972;		NP_417778.1;WP_000424395.1;
P37765	RLUB_ECOLI	reviewed	Ribosomal large subunit pseudouridine synthase B (EC 5.4.99.22) (23S rRNA pseudouridine(2605) synthase) (rRNA pseudouridylate synthase B) (rRNA-uridine isomerase B)	rluB yciL b1269 JW1261	Escherichia coli (strain K12)	291	b1269 JW1261		rluB	yciL	4 out of 5	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	cytosol [GO:0005829]	RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]	GO:0000455; GO:0003723; GO:0005829; GO:0120159	cytosol [GO:0005829]; RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	U00096;AP009048;U18111;	AAC74351;BAA14806;		NP_415785.1;WP_001291217.1;
P0A9J0	RNG_ECOLI	reviewed	Ribonuclease G (RNase G) (EC 3.1.26.-) (Cytoplasmic axial filament protein)	rng cafA orfF yhdF b3247 JW3216	Escherichia coli (strain K12)	489	b3247 JW3216		rng	cafA orfF yhdF	5 out of 5	cell cycle [GO:0007049]; cell division [GO:0051301]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]	endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; ribonuclease activity [GO:0004540]; ribonuclease G activity [GO:0008996]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]	GO:0000049; GO:0004519; GO:0004540; GO:0005737; GO:0005856; GO:0005886; GO:0006364; GO:0007049; GO:0008033; GO:0008996; GO:0019843; GO:0046872; GO:0051301	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; ribonuclease activity [GO:0004540]; ribonuclease G activity [GO:0008996]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; cell cycle [GO:0007049]; cell division [GO:0051301]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	X57166;U18997;U00096;AP009048;	AAC76279;BAE77289;		NP_417713.2;WP_000123197.1;
P28904	TREC_ECOLI	reviewed	Trehalose-6-phosphate hydrolase (EC 3.2.1.93) (Alpha,alpha-phosphotrehalase)	treC olgH b4239 JW4198	Escherichia coli (strain K12)	551	b4239 JW4198		treC	olgH	4 out of 5	cellular response to DNA damage stimulus [GO:0006974]; oligosaccharide catabolic process [GO:0009313]; trehalose catabolic process [GO:0005993]	cytosol [GO:0005829]	alpha,alpha-phosphotrehalase activity [GO:0008788]; alpha-amylase activity [GO:0004556]	GO:0004556; GO:0005829; GO:0005993; GO:0006974; GO:0008788; GO:0009313	cytosol [GO:0005829]; alpha,alpha-phosphotrehalase activity [GO:0008788]; alpha-amylase activity [GO:0004556]; cellular response to DNA damage stimulus [GO:0006974]; oligosaccharide catabolic process [GO:0009313]; trehalose catabolic process [GO:0005993]	U06195;U14003;U00096;AP009048;L06097;	AAC77196;BAE78238;		NP_418660.1;WP_001336303.1;
P21888	SYC_ECOLI	reviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS b0526 JW0515	Escherichia coli (strain K12)	461	b0526 JW0515		cysS		5 out of 5	cysteinyl-tRNA aminoacylation [GO:0006423]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; ligase activity [GO:0016874]; metal ion binding [GO:0046872]; zinc ion binding [GO:0008270]	GO:0004812; GO:0004817; GO:0005524; GO:0005737; GO:0005829; GO:0006423; GO:0008270; GO:0016874; GO:0046872	cytoplasm [GO:0005737]; cytosol [GO:0005829]; aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; ligase activity [GO:0016874]; metal ion binding [GO:0046872]; zinc ion binding [GO:0008270]; cysteinyl-tRNA aminoacylation [GO:0006423]	X56234;M59381;X59293;U82664;U00096;AP009048;	AAC73628;BAE76303;		NP_415059.1;WP_000912385.1;
P0A8U0	SYDP_ECOLI	reviewed	Protein Syd	syd ydr b2793 JW2764	Escherichia coli (strain K12)	181	b2793 JW2764		syd	ydr	3 out of 5	regulation of protein-containing complex assembly [GO:0043254]	cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]		GO:0005737; GO:0031234; GO:0043254	cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; regulation of protein-containing complex assembly [GO:0043254]	D38520;U29581;U00096;AP009048;	AAC75835;BAE76865;		NP_417273.1;WP_000342431.1;
P69425	TATB_ECOLI	reviewed	Sec-independent protein translocase protein TatB	tatB mttA2 ysgB b3838 JW5580	Escherichia coli (strain K12)	171	b3838 JW5580		tatB	mttA2 ysgB	5 out of 5	intracellular protein transmembrane transport [GO:0065002]; protein transport by the Tat complex [GO:0043953]	integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]	identical protein binding [GO:0042802]; proton motive force dependent protein transmembrane transporter activity [GO:0009977]	GO:0005887; GO:0009977; GO:0033281; GO:0042802; GO:0043953; GO:0065002	integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]; identical protein binding [GO:0042802]; proton motive force dependent protein transmembrane transporter activity [GO:0009977]; intracellular protein transmembrane transport [GO:0065002]; protein transport by the Tat complex [GO:0043953]	AJ005830;AF067848;M87049;U00096;AP009048;	AAT48228;BAE77464;		WP_000459594.1;YP_026270.1;
P0A9T4	TAS_ECOLI	reviewed	Protein tas	tas ygdS b2834 JW2802	Escherichia coli (strain K12)	346	b2834 JW2802		tas	ygdS	3 out of 5	cellular response to amino acid starvation [GO:0034198]	cytosol [GO:0005829]	aldo-keto reductase (NADP) activity [GO:0004033]; D-threo-aldose 1-dehydrogenase activity [GO:0047834]	GO:0004033; GO:0005829; GO:0034198; GO:0047834	cytosol [GO:0005829]; aldo-keto reductase (NADP) activity [GO:0004033]; D-threo-aldose 1-dehydrogenase activity [GO:0047834]; cellular response to amino acid starvation [GO:0034198]	Y14609;U29581;U00096;AP009048;	AAC75873;BAE76903;		NP_417311.1;WP_001199295.1;
P0AGG0	THIL_ECOLI	reviewed	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL b0417 JW0407	Escherichia coli (strain K12)	325	b0417 JW0407		thiL		5 out of 5	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]		ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; metal ion binding [GO:0046872]; thiamine-phosphate kinase activity [GO:0009030]	GO:0000287; GO:0005524; GO:0009030; GO:0009228; GO:0009229; GO:0046872	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; metal ion binding [GO:0046872]; thiamine-phosphate kinase activity [GO:0009030]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	D17333;U82664;U00096;AP009048;	AAC73520;BAE76197;		NP_414951.1;WP_000742109.1;
P0ADE4	TAMA_ECOLI	reviewed	Translocation and assembly module subunit TamA (Autotransporter assembly factor TamA)	tamA yftM ytfM b4220 JW4179	Escherichia coli (strain K12)	577	b4220 JW4179		tamA	yftM ytfM	5 out of 5	protein localization to outer membrane [GO:0089705]; protein secretion [GO:0009306]	cell outer membrane [GO:0009279]; integral component of cell outer membrane [GO:0045203]; TAM protein secretion complex [GO:0097347]		GO:0009279; GO:0009306; GO:0045203; GO:0089705; GO:0097347	cell outer membrane [GO:0009279]; integral component of cell outer membrane [GO:0045203]; TAM protein secretion complex [GO:0097347]; protein localization to outer membrane [GO:0089705]; protein secretion [GO:0009306]	U14003;U00096;AP009048;	AAC77177;BAE78221;		NP_418641.1;WP_001269327.1;
P0AG11	UMUD_ECOLI	reviewed	Protein UmuD (EC 3.4.21.-) (DNA polymerase V) (Pol V) [Cleaved into: Protein UmuD']	umuD b1183 JW1172	Escherichia coli (strain K12)	139	b1183 JW1172		umuD		5 out of 5	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]; SOS response [GO:0009432]; translesion synthesis [GO:0019985]	DNA polymerase V complex [GO:0009355]	ATPase activity, acting on DNA [GO:0008094]; DNA-directed DNA polymerase activity [GO:0003887]; identical protein binding [GO:0042802]; serine-type peptidase activity [GO:0008236]; single-stranded DNA binding [GO:0003697]	GO:0003697; GO:0003887; GO:0006281; GO:0006355; GO:0006974; GO:0008094; GO:0008236; GO:0009355; GO:0009432; GO:0019985; GO:0042802	DNA polymerase V complex [GO:0009355]; ATPase activity, acting on DNA [GO:0008094]; DNA-directed DNA polymerase activity [GO:0003887]; identical protein binding [GO:0042802]; serine-type peptidase activity [GO:0008236]; single-stranded DNA binding [GO:0003697]; cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]; SOS response [GO:0009432]; translesion synthesis [GO:0019985]	M10107;M13387;U00096;AP009048;	AAC74267;BAA36030;		NP_415701.1;WP_000897378.1;
P0A887	UBIE_ECOLI	reviewed	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	ubiE yigO b3833 JW5581	Escherichia coli (strain K12)	251	b3833 JW5581		ubiE	yigO	5 out of 5	aerobic respiration [GO:0009060]; menaquinone biosynthetic process [GO:0009234]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]	cytoplasm [GO:0005737]; ubiquinone biosynthesis complex [GO:0110142]	2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; demethylmenaquinone methyltransferase activity [GO:0043770]; methyltransferase activity [GO:0008168]; quinone cofactor methyltransferase activity [GO:0030580]; S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity [GO:0102955]; S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity [GO:0102094]; S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity [GO:0102027]	GO:0005737; GO:0006744; GO:0008168; GO:0009060; GO:0009234; GO:0030580; GO:0032259; GO:0043333; GO:0043770; GO:0102027; GO:0102094; GO:0102955; GO:0110142	cytoplasm [GO:0005737]; ubiquinone biosynthesis complex [GO:0110142]; 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; demethylmenaquinone methyltransferase activity [GO:0043770]; methyltransferase activity [GO:0008168]; quinone cofactor methyltransferase activity [GO:0030580]; S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity [GO:0102094]; S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity [GO:0102955]; S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity [GO:0102027]; aerobic respiration [GO:0009060]; menaquinone biosynthetic process [GO:0009234]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]	M87049;U00096;AP009048;	AAT48227;BAE77468;		WP_000227958.1;YP_026269.1;
P37750	WBBJ_ECOLI	reviewed	Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ (EC 2.3.1.-)	wbbJ yefH b2033 JW2018	Escherichia coli (strain K12)	196	b2033 JW2018		wbbJ	yefH	2 out of 5	lipopolysaccharide biosynthetic process [GO:0009103]	cytosol [GO:0005829]	O-acyltransferase activity [GO:0008374]	GO:0005829; GO:0008374; GO:0009103	cytosol [GO:0005829]; O-acyltransferase activity [GO:0008374]; lipopolysaccharide biosynthetic process [GO:0009103]	U03041;U09876;U00096;AP009048;	AAC75094;BAA15875;		NP_416537.1;WP_000601187.1;
P75749	YBGP_ECOLI	reviewed	Uncharacterized fimbrial chaperone YbgP	ybgP b0717 JW0707	Escherichia coli (strain K12)	242	b0717 JW0707		ybgP		2 out of 5	cell wall organization [GO:0071555]; chaperone-mediated protein folding [GO:0061077]; pilus organization [GO:0043711]; protein folding [GO:0006457]	outer membrane-bounded periplasmic space [GO:0030288]		GO:0006457; GO:0030288; GO:0043711; GO:0061077; GO:0071555	outer membrane-bounded periplasmic space [GO:0030288]; cell wall organization [GO:0071555]; chaperone-mediated protein folding [GO:0061077]; pilus organization [GO:0043711]; protein folding [GO:0006457]	U00096;AP009048;	AAC73811;BAA35381;		NP_415245.1;WP_000142799.1;
P75791	YBIU_ECOLI	reviewed	Uncharacterized protein YbiU	ybiU b0821 JW0805	Escherichia coli (strain K12)	421	b0821 JW0805		ybiU		1 out of 5						U00096;AP009048;	AAC73908;BAA35502;		NP_415342.1;WP_000168797.1;
P40876	YCBF_ECOLI	reviewed	Uncharacterized fimbrial chaperone YcbF	ycbF b0944 JW5124	Escherichia coli (strain K12)	236	b0944 JW5124		ycbF		2 out of 5	cell wall organization [GO:0071555]; chaperone-mediated protein folding [GO:0061077]; pilus organization [GO:0043711]	outer membrane-bounded periplasmic space [GO:0030288]		GO:0030288; GO:0043711; GO:0061077; GO:0071555	outer membrane-bounded periplasmic space [GO:0030288]; cell wall organization [GO:0071555]; chaperone-mediated protein folding [GO:0061077]; pilus organization [GO:0043711]	U00096;AP009048;	AAC74030;BAA35699;		NP_415464.4;WP_001307699.1;
P77627	YBER_ECOLI	reviewed	Uncharacterized protein YbeR	ybeR b0645 JW0640	Escherichia coli (strain K12)	235	b0645 JW0640		ybeR		1 out of 5						U82598;U00096;AP009048;	AAC73746;BAA35292;		NP_415178.1;WP_000367023.1;
Q47679	YAFV_ECOLI	reviewed	Omega-amidase YafV (EC 3.5.1.3)	yafV b0219 JW5019	Escherichia coli (strain K12)	256	b0219 JW5019		yafV		3 out of 5	nitrogen compound metabolic process [GO:0006807]		2-oxoglutaramate amidase activity [GO:0106008]; omega-amidase activity [GO:0050152]	GO:0006807; GO:0050152; GO:0106008	2-oxoglutaramate amidase activity [GO:0106008]; omega-amidase activity [GO:0050152]; nitrogen compound metabolic process [GO:0006807]	U70214;U00096;AP009048;	AAC73323;BAA77889;		NP_414754.1;WP_001118036.1;
P0AAT2	YBDF_ECOLI	reviewed	Uncharacterized protein YbdF	ybdF b0579 JW5083	Escherichia coli (strain K12)	122	b0579 JW5083		ybdF		1 out of 5						U82598;U00096;AP009048;U07860;	AAC73680;BAA35219;		NP_415111.1;WP_000360951.1;
P64540	YFCL_ECOLI	reviewed	Uncharacterized protein YfcL	yfcL b2325 JW2322	Escherichia coli (strain K12)	92	b2325 JW2322		yfcL		1 out of 5		cytosol [GO:0005829]		GO:0005829	cytosol [GO:0005829]	U00096;AP009048;	AAC75385;BAE76688;		NP_416828.1;WP_000559764.1;
P76499	YFCP_ECOLI	reviewed	Uncharacterized fimbrial-like protein YfcP	yfcP b2333 JW2330	Escherichia coli (strain K12)	179	b2333 JW2330		yfcP		3 out of 5	cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	pilus [GO:0009289]		GO:0007155; GO:0009289; GO:0043709; GO:0043711	pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]; pilus organization [GO:0043711]	U00096;AP009048;	AAC75393;BAE76690;		NP_416836.1;WP_001043398.1;
P0DPN3	YLCJ_ECOLI	reviewed	Protein YlcJ	ylcJ b4733	Escherichia coli (strain K12)	49	b4733		ylcJ		1 out of 5						U00096;	AYC08182;		WP_001372443.1;
P77147	YDHT_ECOLI	reviewed	Uncharacterized protein YdhT	ydhT b1669 JW1659	Escherichia coli (strain K12)	270	b1669 JW1659		ydhT		1 out of 5						U68703;U00096;AP009048;	AAC74739;BAA15441;		NP_416184.1;WP_000587525.1;
P0ACR7	YFER_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YfeR	yfeR b2409 JW2400	Escherichia coli (strain K12)	308	b2409 JW2400		yfeR		2 out of 5	regulation of transcription, DNA-templated [GO:0006355]	cytosol [GO:0005829]	bacterial-type cis-regulatory region sequence-specific DNA binding [GO:0000986]; DNA-binding transcription factor activity [GO:0003700]	GO:0000986; GO:0003700; GO:0005829; GO:0006355	cytosol [GO:0005829]; bacterial-type cis-regulatory region sequence-specific DNA binding [GO:0000986]; DNA-binding transcription factor activity [GO:0003700]; regulation of transcription, DNA-templated [GO:0006355]	U00096;AP009048;	AAC75462;BAA16280;		NP_416904.1;WP_001109794.1;
P76484	YFBN_ECOLI	reviewed	Uncharacterized protein YfbN	yfbN b2273 JW2268	Escherichia coli (strain K12)	238	b2273 JW2268		yfbN		1 out of 5						U00096;AP009048;	AAC75333;BAE76681;		NP_416776.1;WP_000455114.1;
