Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
O34335	MELE_BACSU	reviewed	Melibiose/raffinose/stachyose-binding protein MelE	melE msmE BSU30270	Bacillus subtilis (strain 168)	426	BSU30270		melE	msmE	3 out of 5	polysaccharide transport [GO:0015774]	plasma membrane [GO:0005886]		GO:0005886; GO:0015774	plasma membrane [GO:0005886]; polysaccharide transport [GO:0015774]	AF008220;AL009126;	CAB15005;		NP_390905.1;WP_004398680.1;
P28611	MOTA_BACSU	reviewed	Motility protein A (Chemotaxis protein MotA)	motA BSU13690	Bacillus subtilis (strain 168)	270	BSU13690		motA		2 out of 5	bacterial-type flagellum-dependent swarming motility [GO:0071978]; chemotaxis [GO:0006935]; ion transport [GO:0006811]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0006811; GO:0006935; GO:0016021; GO:0071978	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum-dependent swarming motility [GO:0071978]; chemotaxis [GO:0006935]; ion transport [GO:0006811]	M77238;AL009126;	CAB13242;		NP_389252.1;WP_003244739.1;
P55179	PEPT_BACSU	reviewed	Peptidase T (EC 3.4.11.4) (Aminotripeptidase) (Tripeptidase) (Tripeptide aminopeptidase)	pepT BSU38920	Bacillus subtilis (strain 168)	410	BSU38920		pepT		3 out of 5	peptide catabolic process [GO:0043171]	cytosol [GO:0005829]	metallopeptidase activity [GO:0008237]; tripeptide aminopeptidase activity [GO:0045148]; zinc ion binding [GO:0008270]	GO:0005829; GO:0008237; GO:0008270; GO:0043171; GO:0045148	cytosol [GO:0005829]; metallopeptidase activity [GO:0008237]; tripeptide aminopeptidase activity [GO:0045148]; zinc ion binding [GO:0008270]; peptide catabolic process [GO:0043171]	X99339;D83026;AL009126;	CAB15918;		NP_391771.1;WP_003244314.1;
P39846	PPSB_BACSU	reviewed	Plipastatin synthase subunit B (EC 2.3.1.-) (Peptide synthase 2) [Includes: ATP-dependent tyrosine adenylase 1 (TyrA 1) (Tyrosine activase 1); ATP-dependent threonine adenylase (ThrA) (Threonine activase)]	ppsB pps2 BSU18330	Bacillus subtilis (strain 168)	2560	BSU18330		ppsB	pps2	3 out of 5	antibiotic biosynthetic process [GO:0017000]	cytoplasm [GO:0005737]	acyl carrier activity [GO:0000036]; ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]; transferase activity [GO:0016740]	GO:0000036; GO:0005737; GO:0016740; GO:0016874; GO:0017000; GO:0031177	cytoplasm [GO:0005737]; acyl carrier activity [GO:0000036]; ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]; transferase activity [GO:0016740]; antibiotic biosynthetic process [GO:0017000]	Z34883;AL009126;	CAB13716;		NP_389715.1;WP_003247155.1;
O32138	PUCR_BACSU	reviewed	Purine catabolism regulatory protein	pucR yunI BSU32420	Bacillus subtilis (strain 168)	531	BSU32420		pucR	yunI	2 out of 5	purine nucleobase metabolic process [GO:0006144]		DNA binding [GO:0003677]	GO:0003677; GO:0006144	DNA binding [GO:0003677]; purine nucleobase metabolic process [GO:0006144]	AL009126;	CAB15232;		NP_391122.1;WP_003244351.1;
P54617	PSPA_BACSU	reviewed	Phage shock protein A homolog	ydjF BSU06180	Bacillus subtilis (strain 168)	227	BSU06180		ydjF		2 out of 5						AB007638;AL009126;	CAB12437;		NP_388499.1;WP_003243015.1;
O31796	HFQ_BACSU	reviewed	RNA-binding protein Hfq	hfq ymaH BSU17340	Bacillus subtilis (strain 168)	73	BSU17340		hfq	ymaH	2 out of 5	regulation of RNA stability [GO:0043487]; regulation of transcription, DNA-templated [GO:0006355]; regulation of translation, ncRNA-mediated [GO:0045974]	cytosol [GO:0005829]	RNA binding [GO:0003723]	GO:0003723; GO:0005829; GO:0006355; GO:0043487; GO:0045974	cytosol [GO:0005829]; RNA binding [GO:0003723]; regulation of RNA stability [GO:0043487]; regulation of transcription, DNA-templated [GO:0006355]; regulation of translation, ncRNA-mediated [GO:0045974]	AL009126;	CAB13618;		NP_389616.1;WP_003221097.1;
O31463	HMT_BACSU	reviewed	Homocysteine S-methyltransferase YbgG (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)	ybgG BSU02410	Bacillus subtilis (strain 168)	315	BSU02410		ybgG		3 out of 5	methionine biosynthetic process [GO:0009086]; methylation [GO:0032259]; S-methylmethionine cycle [GO:0033528]		betaine-homocysteine S-methyltransferase activity [GO:0047150]; S-adenosylmethionine-homocysteine S-methyltransferase activity [GO:0008898]; S-methylmethionine-homocysteine S-methyltransferase activity [GO:0061627]; zinc ion binding [GO:0008270]	GO:0008270; GO:0008898; GO:0009086; GO:0032259; GO:0033528; GO:0047150; GO:0061627	betaine-homocysteine S-methyltransferase activity [GO:0047150]; S-adenosylmethionine-homocysteine S-methyltransferase activity [GO:0008898]; S-methylmethionine-homocysteine S-methyltransferase activity [GO:0061627]; zinc ion binding [GO:0008270]; methionine biosynthetic process [GO:0009086]; methylation [GO:0032259]; S-methylmethionine cycle [GO:0033528]	AB006424;AL009126;	CAB12035;		NP_388123.1;WP_003246467.1;
P37253	ILVC_BACSU	reviewed	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	ilvC BSU28290	Bacillus subtilis (strain 168)	342	BSU28290		ilvC		4 out of 5	isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	cytosol [GO:0005829]	ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]	GO:0000287; GO:0004455; GO:0005829; GO:0009097; GO:0009099; GO:0050661	cytosol [GO:0005829]; ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]	L03181;Z75208;AL009126;	CAB14789;		NP_390707.1;WP_003222549.1;
P15378	LEP4_BACSU	reviewed	Prepilin leader peptidase/N-methyltransferase (Late competence protein ComC) [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)]	comC BSU28070	Bacillus subtilis (strain 168)	248	BSU28070		comC		3 out of 5	establishment of competence for transformation [GO:0030420]; methylation [GO:0032259]; signal peptide processing [GO:0006465]; sporulation resulting in formation of a cellular spore [GO:0030435]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	aspartic-type endopeptidase activity [GO:0004190]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]	GO:0004190; GO:0005886; GO:0006465; GO:0008168; GO:0016021; GO:0030420; GO:0030435; GO:0032259; GO:0046872	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; establishment of competence for transformation [GO:0030420]; methylation [GO:0032259]; signal peptide processing [GO:0006465]; sporulation resulting in formation of a cellular spore [GO:0030435]	M30805;AL009126;L04520;L04519;	CAB14767;		NP_390685.2;WP_010886586.1;
P94547	LCFA_BACSU	reviewed	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	lcfA BSU28560	Bacillus subtilis (strain 168)	560	BSU28560		lcfA		2 out of 5			ATP binding [GO:0005524]; long-chain fatty acid-CoA ligase activity [GO:0004467]	GO:0004467; GO:0005524	ATP binding [GO:0005524]; long-chain fatty acid-CoA ligase activity [GO:0004467]	Z75208;AL009126;	CAB14816;		NP_390734.1;WP_004399166.1;
Q797A7	MTRTR_BACSU	reviewed	Methylthioribose transporter	mtrA yfnA BSU07340	Bacillus subtilis (strain 168)	461	BSU07340		mtrA	yfnA	3 out of 5	amino acid transport [GO:0006865]; carbohydrate transport [GO:0008643]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	amino acid transmembrane transporter activity [GO:0015171]	GO:0005886; GO:0006865; GO:0008643; GO:0015171; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transport [GO:0006865]; carbohydrate transport [GO:0008643]	D86418;AL009126;	CAB12553;		NP_388615.1;WP_003242995.1;
P21883	ODP2_BACSU	reviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2) (S complex, 48 kDa subunit)	pdhC aceC BSU14600	Bacillus subtilis (strain 168)	442	BSU14600		pdhC	aceC	5 out of 5	glycolytic process [GO:0006096]		dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]	GO:0004742; GO:0006096	dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]; glycolytic process [GO:0006096]	M57435;AF012285;AL009126;	CAB13333;		NP_389343.1;WP_003232311.1;
P46920	OPUAA_BACSU	reviewed	Glycine betaine transport ATP-binding protein OpuAA (EC 7.6.2.9) (Quaternary-amine-transporting ATPase)	opuAA BSU02980	Bacillus subtilis (strain 168)	418	BSU02980		opuAA		3 out of 5	amino acid transport [GO:0006865]; glycine betaine transport [GO:0031460]	membrane [GO:0016020]	ABC-type quaternary ammonium compound transporting activity [GO:0015418]; ATP binding [GO:0005524]	GO:0005524; GO:0006865; GO:0015418; GO:0016020; GO:0031460	membrane [GO:0016020]; ABC-type quaternary ammonium compound transporting activity [GO:0015418]; ATP binding [GO:0005524]; amino acid transport [GO:0006865]; glycine betaine transport [GO:0031460]	U17292;D50453;AL009126;	CAB12092;		NP_388180.2;WP_003246301.1;
O32295	PHRG_BACSU	reviewed	Phosphatase RapG inhibitor (Phosphatase regulator G)	phrG yycL BSU40310	Bacillus subtilis (strain 168)	38	BSU40310		phrG	yycL	2 out of 5						AL009126;	CAB16068;		NP_391911.1;WP_003226961.1;
P96740	PGDS_BACSU	reviewed	Gamma-DL-glutamyl hydrolase (EC 3.4.19.-) (Poly-gamma-glutamate depolymerase) (PGA depolymerase)	pgdS ywtD BSU35860	Bacillus subtilis (strain 168)	413	BSU35860		pgdS	ywtD	4 out of 5		cell wall [GO:0005618]; extracellular region [GO:0005576]	cysteine-type peptidase activity [GO:0008234]	GO:0005576; GO:0005618; GO:0008234	cell wall [GO:0005618]; extracellular region [GO:0005576]; cysteine-type peptidase activity [GO:0008234]	AB085821;AB080748;Z92954;AL009126;	CAB15603;		NP_391467.1;WP_003242751.1;
P13792	PHOP_BACSU	reviewed	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	phoP BSU29110	Bacillus subtilis (strain 168)	240	BSU29110		phoP		3 out of 5	phosphate ion transport [GO:0006817]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000156; GO:0000976; GO:0001216; GO:0005829; GO:0006817; GO:0032993	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; phosphate ion transport [GO:0006817]	X67676;M16775;AF008220;AL009126;U05257;M23549;	CAB14871;		NP_390789.2;WP_003229442.1;
P39610	PDXK_BACSU	reviewed	Pyridoxine kinase (EC 2.7.1.35) (PN/PL/PM kinase) (Pyridoxal kinase) (Pyridoxamine kinase) (Vitamin B6 kinase)	pdxK ywdB BSU38020 ipa-52r	Bacillus subtilis (strain 168)	271	BSU38020	ipa-52r	pdxK	ywdB	5 out of 5	thiamine biosynthetic process [GO:0009228]	cytosol [GO:0005829]	ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; metal ion binding [GO:0046872]; phosphomethylpyrimidine kinase activity [GO:0008972]; pyridoxal kinase activity [GO:0008478]	GO:0005524; GO:0005829; GO:0008478; GO:0008902; GO:0008972; GO:0009228; GO:0046872	cytosol [GO:0005829]; ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; metal ion binding [GO:0046872]; phosphomethylpyrimidine kinase activity [GO:0008972]; pyridoxal kinase activity [GO:0008478]; thiamine biosynthetic process [GO:0009228]	X73124;AL009126;	CAB15828;		NP_391681.1;WP_003242645.1;
O34769	PKSB_BACSU	reviewed	Probable polyketide biosynthesis zinc-dependent hydrolase PksB (EC 3.-.-.-)	pksB BSU17090	Bacillus subtilis (strain 168)	225	BSU17090		pksB		3 out of 5	antibiotic biosynthetic process [GO:0017000]	cytoplasm [GO:0005737]	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0005737; GO:0016787; GO:0017000; GO:0046872	cytoplasm [GO:0005737]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; antibiotic biosynthetic process [GO:0017000]	AL009126;	CAB13581;		NP_389590.1;WP_003231824.1;
O32292	PTXA_BACSU	reviewed	Putative phosphotransferase enzyme IIA component YyzE (PTS system EIIA component)	yyzE BSU40120	Bacillus subtilis (strain 168)	76	BSU40120		yyzE		2 out of 5	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]	kinase activity [GO:0016301]	GO:0005737; GO:0009401; GO:0016301; GO:0031234	cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; kinase activity [GO:0016301]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	AL009126;	CAB16049;		NP_391892.1;WP_003226990.1;
P50621	RIR2_BACSU	reviewed	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1) (Ribonucleotide reductase small subunit)	nrdF BSU17390	Bacillus subtilis (strain 168)	329	BSU17390		nrdF		3 out of 5	deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]	ribonucleoside-diphosphate reductase complex [GO:0005971]	metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]	GO:0004748; GO:0005971; GO:0006260; GO:0009263; GO:0046872	ribonucleoside-diphosphate reductase complex [GO:0005971]; metal ion binding [GO:0046872]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]	Z68500;AL009126;	CAB13623;		NP_389621.1;WP_003231754.1;
O05517	RIMI_BACSU	reviewed	Putative [ribosomal protein S18]-alanine N-acetyltransferase (EC 2.3.1.266) (Acetylating enzyme for N-terminal of ribosomal protein S18)	rimI ydiD BSU05930	Bacillus subtilis (strain 168)	151	BSU05930		rimI	ydiD	3 out of 5	N-terminal protein amino acid acetylation [GO:0006474]	cytoplasm [GO:0005737]	ribosomal-protein-alanine N-acetyltransferase activity [GO:0008999]	GO:0005737; GO:0006474; GO:0008999	cytoplasm [GO:0005737]; ribosomal-protein-alanine N-acetyltransferase activity [GO:0008999]; N-terminal protein amino acid acetylation [GO:0006474]	D88802;AL009126;	CAB12412;		NP_388474.1;WP_003243019.1;
O31523	RHGT1_BACSU	reviewed	Rhamnogalacturonan acetylesterase RhgT (RGAE) (EC 3.1.1.-)	rhgT yesT BSU07020	Bacillus subtilis (strain 168)	232	BSU07020		rhgT	yesT	5 out of 5			hydrolase activity [GO:0016787]	GO:0016787	hydrolase activity [GO:0016787]	AL009126;	CAB12521;		NP_388583.1;WP_003233825.1;
P42434	NASC_BACSU	reviewed	Assimilatory nitrate reductase catalytic subunit (EC 1.7.-.-)	nasC narB nasBB BSU03310	Bacillus subtilis (strain 168)	710	BSU03310		nasC	narB nasBB	3 out of 5	denitrification pathway [GO:0019333]; nitrate assimilation [GO:0042128]		4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0019333; GO:0042128; GO:0043546; GO:0046872; GO:0051539	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; oxidoreductase activity [GO:0016491]; denitrification pathway [GO:0019333]; nitrate assimilation [GO:0042128]	D50453;AL009126;D30689;	CAB12125;		NP_388213.2;WP_003246484.1;
O07595	NPD_BACSU	reviewed	NAD-dependent protein deacetylase (EC 2.3.1.286) (Regulatory protein SIR2 homolog)	cobB yhdZ BSU09650	Bacillus subtilis (strain 168)	247	BSU09650		cobB	yhdZ	3 out of 5		cytoplasm [GO:0005737]	NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270; GO:0016740; GO:0017136; GO:0070403	cytoplasm [GO:0005737]; NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]	Y14082;AL009126;	CAB12804;		NP_388846.1;WP_003233309.1;
P24141	OPPA_BACSU	reviewed	Oligopeptide-binding protein OppA (Stage 0 sporulation protein KA)	oppA spo0KA BSU11430	Bacillus subtilis (strain 168)	545	BSU11430		oppA	spo0KA	3 out of 5	establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]	peptide transmembrane transporter activity [GO:1904680]	GO:0015031; GO:0015833; GO:0030288; GO:0030420; GO:0030435; GO:0043190; GO:1904680	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; establishment of competence for transformation [GO:0030420]; peptide transport [GO:0015833]; protein transport [GO:0015031]; sporulation resulting in formation of a cellular spore [GO:0030435]	X56347;M57689;AL009126;	CAB13000;		NP_389025.1;
P52999	PAND_BACSU	reviewed	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	panD BSU22410	Bacillus subtilis (strain 168)	127	BSU22410		panD		3 out of 5	alanine biosynthetic process [GO:0006523]; pantothenate biosynthetic process [GO:0015940]	cytoplasm [GO:0005737]	aspartate 1-decarboxylase activity [GO:0004068]	GO:0004068; GO:0005737; GO:0006523; GO:0015940	cytoplasm [GO:0005737]; aspartate 1-decarboxylase activity [GO:0004068]; alanine biosynthetic process [GO:0006523]; pantothenate biosynthetic process [GO:0015940]	L47709;AL009126;	CAB14157;		NP_390122.1;WP_003225586.1;
P94404	PADL_BACSU	reviewed	Probable UbiX-like flavin prenyltransferase (EC 2.5.1.129) (Phenolic acid decarboxylase subunit B) (PAD)	bsdB ubiX yclB BSU03630	Bacillus subtilis (strain 168)	204	BSU03630		bsdB	ubiX yclB	4 out of 5	aromatic compound catabolic process [GO:0019439]; response to toxic substance [GO:0009636]		carboxy-lyase activity [GO:0016831]; flavin prenyltransferase activity [GO:0106141]	GO:0009636; GO:0016831; GO:0019439; GO:0106141	carboxy-lyase activity [GO:0016831]; flavin prenyltransferase activity [GO:0106141]; aromatic compound catabolic process [GO:0019439]; response to toxic substance [GO:0009636]	D50453;AL009126;	CAB12157;		NP_388245.1;WP_009966530.1;
P26381	PTFC_BACSU	reviewed	Fructose permease IIC component (EIIC-Fru) (PTS system fructose-specific EIIC component) (p28)	levF BSU27050	Bacillus subtilis (strain 168)	269	BSU27050		levF		2 out of 5	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	integral component of plasma membrane [GO:0005887]		GO:0005887; GO:0009401	integral component of plasma membrane [GO:0005887]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	X56098;X92868;AL009126;	CAB14647;		NP_390583.1;WP_003229833.1;
